problem,converged,execution_time,best_solution
MONEY,False,0.8293664455413818,
MONEY,False,0.4929676055908203,
MONEY,False,0.5707354545593262,
MONEY,False,0.5106115341186523,
MONEY,False,0.5415878295898438,
MONEY,False,0.4076731204986572,
MONEY,False,0.4250602722167969,
MONEY,False,0.4967520236968994,
MONEY,False,0.3844304084777832,
MONEY,True,0.03167557716369629,"[2, 8, 1, 7, 0, 3, 6, 5]"
MONEY,True,0.08144617080688477,"[7, 5, 3, 4, 0, 8, 2, 9]"
MONEY,False,0.5344705581665039,
MONEY,False,0.40051746368408203,
MONEY,False,0.44566798210144043,
MONEY,False,0.42230224609375,
MONEY,False,0.4257781505584717,
MONEY,False,0.3939347267150879,
MONEY,True,0.15751171112060547,"[8, 3, 2, 4, 0, 9, 1, 7]"
MONEY,True,0.12688660621643066,"[9, 6, 0, 5, 3, 8, 4, 7]"
MONEY,False,0.42656922340393066,
MONEY,False,0.454423189163208,
MONEY,False,0.4354221820831299,
MONEY,False,0.44417691230773926,
MONEY,False,0.5023219585418701,
MONEY,False,0.5189661979675293,
MONEY,False,0.4279465675354004,
MONEY,True,0.11895608901977539,"[7, 3, 1, 0, 6, 8, 2, 9]"
MONEY,False,0.5166716575622559,
MONEY,False,0.6535656452178955,
MONEY,True,0.26262378692626953,"[5, 7, 3, 1, 0, 6, 4, 8]"
MONEY,False,0.5764524936676025,
MONEY,False,0.6947159767150879,
MONEY,True,0.10640931129455566,"[9, 8, 5, 3, 0, 7, 1, 6]"
MONEY,True,0.290607213973999,"[7, 5, 3, 1, 4, 8, 9, 0]"
MONEY,True,0.2353346347808838,"[3, 7, 5, 2, 0, 6, 9, 4]"
MONEY,False,0.7386553287506104,
MONEY,False,0.5733671188354492,
MONEY,False,0.8562533855438232,
MONEY,True,0.09629368782043457,"[7, 5, 8, 1, 3, 0, 2, 6]"
MONEY,True,0.06789112091064453,"[9, 8, 2, 3, 0, 7, 5, 4]"
MONEY,False,1.3877348899841309,
MONEY,False,0.656792402267456,
MONEY,False,0.6539971828460693,
MONEY,False,0.689255952835083,
MONEY,False,0.513416051864624,
MONEY,True,0.21712636947631836,"[6, 1, 0, 9, 2, 7, 4, 3]"
MONEY,False,0.6416971683502197,
MONEY,False,0.7029759883880615,
MONEY,False,0.8143172264099121,
MONEY,False,0.6300191879272461,
MONEY,False,0.532956600189209,
MONEY,True,0.07548832893371582,"[6, 1, 4, 0, 9, 7, 5, 3]"
MONEY,False,0.6139824390411377,
MONEY,False,0.6502840518951416,
MONEY,False,0.5566432476043701,
MONEY,False,0.5866415500640869,
MONEY,True,0.20130515098571777,"[6, 8, 5, 3, 0, 7, 2, 1]"
MONEY,True,0.36380624771118164,"[7, 6, 8, 9, 0, 4, 1, 5]"
MONEY,True,0.13226556777954102,"[7, 6, 4, 9, 0, 8, 1, 5]"
MONEY,False,0.6838557720184326,
MONEY,False,0.5776777267456055,
MONEY,False,0.6867516040802002,
MONEY,False,0.8096168041229248,
MONEY,True,0.16011834144592285,"[4, 7, 3, 2, 5, 6, 0, 9]"
MONEY,False,0.6590335369110107,
MONEY,False,0.6491243839263916,
MONEY,False,0.6000564098358154,
MONEY,False,0.5497286319732666,
MONEY,False,0.5887081623077393,
MONEY,True,0.19611454010009766,"[7, 3, 1, 6, 0, 8, 2, 9]"
MONEY,False,0.5838024616241455,
MONEY,True,0.16099977493286133,"[3, 7, 1, 2, 0, 4, 6, 9]"
