problem,converged,execution_time,best_solution
MONEY,False,0.9009454250335693,
MONEY,False,0.6531829833984375,
MONEY,False,0.7084124088287354,
MONEY,False,0.5760202407836914,
MONEY,False,0.6514456272125244,
MONEY,False,0.5730550289154053,
MONEY,False,0.6846039295196533,
MONEY,False,0.5897157192230225,
MONEY,False,0.686593770980835,
MONEY,False,0.5718214511871338,
MONEY,False,0.6177270412445068,
MONEY,False,0.6219310760498047,
MONEY,False,0.556384801864624,
MONEY,True,0.18697690963745117,"[7, 4, 2, 9, 0, 8, 1, 3]"
MONEY,False,0.5760459899902344,
MONEY,False,0.561284065246582,
MONEY,False,0.5832891464233398,
MONEY,False,0.6680657863616943,
MONEY,False,0.5562703609466553,
MONEY,False,0.6304717063903809,
MONEY,False,0.643212080001831,
MONEY,True,0.3329582214355469,"[5, 4, 3, 9, 8, 1, 7, 0]"
MONEY,False,0.6040964126586914,
MONEY,True,0.1586894989013672,"[7, 5, 3, 9, 0, 8, 1, 4]"
MONEY,False,0.5918655395507812,
MONEY,True,0.11783885955810547,"[9, 6, 1, 7, 8, 0, 5, 2]"
MONEY,False,0.5430302619934082,
MONEY,True,0.40187954902648926,"[6, 5, 2, 4, 0, 7, 3, 9]"
MONEY,False,0.6734557151794434,
MONEY,True,0.20813250541687012,"[7, 4, 2, 9, 0, 8, 1, 3]"
MONEY,False,0.5413351058959961,
MONEY,False,0.6310620307922363,
MONEY,False,0.5623972415924072,
MONEY,False,0.6231584548950195,
MONEY,False,0.5641739368438721,
MONEY,False,0.5738866329193115,
MONEY,True,0.08732986450195312,"[8, 3, 2, 4, 0, 9, 1, 7]"
MONEY,True,0.07462596893310547,"[9, 5, 6, 7, 1, 0, 8, 2]"
MONEY,False,0.6267316341400146,
MONEY,False,0.7030878067016602,
MONEY,False,0.6061599254608154,
MONEY,False,0.6024191379547119,
MONEY,True,0.11001300811767578,"[7, 3, 1, 6, 0, 8, 2, 9]"
MONEY,False,0.5837955474853516,
MONEY,False,0.5904171466827393,
MONEY,False,0.5567562580108643,
MONEY,False,0.5740947723388672,
MONEY,True,0.14178705215454102,"[7, 5, 3, 4, 0, 8, 2, 9]"
MONEY,False,0.5932247638702393,
MONEY,True,0.05946969985961914,"[7, 6, 4, 9, 1, 8, 0, 5]"
MONEY,False,0.7027328014373779,
MONEY,False,0.6050357818603516,
MONEY,False,0.638669490814209,
MONEY,True,0.14168977737426758,"[3, 7, 1, 2, 0, 4, 6, 9]"
MONEY,False,0.5824339389801025,
MONEY,False,0.5944314002990723,
MONEY,False,0.5644681453704834,
MONEY,False,0.5521719455718994,
MONEY,False,0.6229431629180908,
MONEY,True,0.09536099433898926,"[8, 3, 2, 4, 0, 9, 1, 7]"
MONEY,True,0.3057119846343994,"[7, 6, 4, 3, 0, 8, 2, 9]"
MONEY,True,0.2586081027984619,"[7, 6, 4, 9, 0, 8, 1, 5]"
MONEY,False,0.5849733352661133,
MONEY,False,0.6059906482696533,
MONEY,True,0.2072005271911621,"[6, 4, 1, 9, 0, 7, 2, 3]"
MONEY,True,0.13577508926391602,"[7, 6, 4, 3, 0, 8, 2, 9]"
MONEY,True,0.5607631206512451,"[8, 3, 2, 6, 0, 1, 7, 9]"
MONEY,False,1.4667139053344727,
MONEY,True,0.03847908973693848,"[7, 3, 1, 6, 0, 8, 2, 9]"
MONEY,True,0.0600435733795166,"[6, 8, 5, 3, 0, 7, 2, 1]"
MONEY,True,0.15285634994506836,"[8, 9, 0, 3, 1, 7, 6, 2]"
MONEY,False,0.5935192108154297,
MONEY,False,0.5455057621002197,
MONEY,True,0.07349538803100586,"[7, 4, 6, 9, 0, 1, 2, 3]"
MONEY,False,0.5683293342590332,
MONEY,False,0.5986518859863281,
MONEY,False,0.5803842544555664,
MONEY,False,0.5634398460388184,
