problem,converged,execution_time,best_solution
MONEY,False,0.28103137016296387,
MONEY,False,0.25831031799316406,
MONEY,False,0.14518356323242188,
MONEY,True,0.11094880104064941,"[3, 7, 1, 9, 0, 4, 5, 6]"
MONEY,False,0.267045259475708,
MONEY,False,0.13458752632141113,
MONEY,True,0.23862767219543457,"[3, 7, 1, 9, 0, 4, 5, 6]"
MONEY,True,0.13872957229614258,"[5, 8, 4, 9, 0, 6, 3, 7]"
MONEY,False,0.13882040977478027,
MONEY,False,0.15578699111938477,
MONEY,False,0.2031574249267578,
MONEY,False,0.15117907524108887,
MONEY,False,0.1408538818359375,
MONEY,True,0.05156445503234863,"[2, 8, 1, 9, 0, 3, 6, 7]"
MONEY,False,0.13858580589294434,
MONEY,False,0.12367463111877441,
MONEY,False,0.12532615661621094,
MONEY,False,0.17096877098083496,
MONEY,False,0.25721311569213867,
MONEY,False,0.12517404556274414,
MONEY,False,0.13054990768432617,
MONEY,False,0.14062285423278809,
MONEY,False,0.1401224136352539,
MONEY,False,0.1534113883972168,
MONEY,False,0.14322853088378906,
MONEY,False,0.18753314018249512,
MONEY,True,0.14469385147094727,"[5, 7, 3, 2, 0, 6, 4, 9]"
MONEY,False,0.1226799488067627,
MONEY,True,0.05918598175048828,"[0, 7, 3, 1, 5, 6, 4, 8]"
MONEY,False,0.1371152400970459,
MONEY,False,0.15958857536315918,
MONEY,False,0.11470508575439453,
MONEY,False,0.1257483959197998,
MONEY,False,0.13612890243530273,
MONEY,False,0.136091947555542,
MONEY,False,0.2477738857269287,
MONEY,False,0.13790512084960938,
MONEY,True,0.10398435592651367,"[8, 5, 4, 1, 9, 0, 2, 7]"
MONEY,False,0.13637399673461914,
MONEY,False,0.15912079811096191,
MONEY,False,0.1247091293334961,
MONEY,False,0.1313917636871338,
MONEY,False,0.16323518753051758,
MONEY,False,0.13303279876708984,
MONEY,False,0.13365459442138672,
MONEY,False,0.1266181468963623,
MONEY,False,0.12998414039611816,
MONEY,False,0.11927652359008789,
MONEY,False,0.14811182022094727,
MONEY,False,0.1402149200439453,
MONEY,False,0.16194868087768555,
MONEY,False,0.18538522720336914,
MONEY,False,0.12156224250793457,
MONEY,False,0.13791418075561523,
MONEY,False,0.15464544296264648,
MONEY,False,0.15036439895629883,
MONEY,False,0.1412513256072998,
MONEY,False,0.14258217811584473,
MONEY,False,0.13840055465698242,
MONEY,False,0.13443803787231445,
MONEY,True,0.062341928482055664,"[6, 5, 2, 4, 0, 7, 3, 9]"
MONEY,False,0.1521749496459961,
MONEY,False,0.12951922416687012,
MONEY,True,0.08935332298278809,"[7, 4, 2, 9, 0, 8, 1, 3]"
MONEY,False,0.13666701316833496,
MONEY,False,0.17240166664123535,
MONEY,False,0.15412044525146484,
MONEY,False,0.16367268562316895,
MONEY,True,0.07461857795715332,"[5, 7, 3, 1, 0, 6, 4, 8]"
MONEY,False,0.20092487335205078,
MONEY,False,0.2034435272216797,
MONEY,False,0.1359388828277588,
MONEY,False,0.13214421272277832,
MONEY,False,0.1288468837738037,
MONEY,False,0.1876206398010254,
MONEY,False,0.15164947509765625,
MONEY,False,0.13879990577697754,
MONEY,False,0.17113971710205078,
MONEY,False,0.16282081604003906,
MONEY,False,0.14567089080810547,
MONEY,False,0.16514062881469727,
MONEY,False,0.1426982879638672,
MONEY,False,0.15025854110717773,
MONEY,True,0.13137006759643555,"[1, 4, 2, 9, 3, 8, 7, 0]"
MONEY,False,0.21779847145080566,
MONEY,False,0.13942646980285645,
MONEY,False,0.1407487392425537,
MONEY,False,0.13475823402404785,
MONEY,False,0.16274619102478027,
MONEY,False,0.1627488136291504,
MONEY,False,0.16129612922668457,
MONEY,False,0.14627408981323242,
MONEY,False,0.12714123725891113,
MONEY,False,0.13321185111999512,
MONEY,False,0.12640380859375,
MONEY,False,0.1387317180633545,
MONEY,False,0.14813017845153809,
MONEY,False,0.15486359596252441,
MONEY,False,0.14650249481201172,
