problem,converged,execution_time,best_solution
APPLE,False,0.56587815284729,
APPLE,False,0.5409665107727051,
APPLE,False,0.5763623714447021,
APPLE,False,0.635603666305542,
APPLE,False,0.5208661556243896,
APPLE,False,0.416881799697876,
APPLE,False,0.41713738441467285,
APPLE,True,0.44122934341430664,"[8, 1, 4, 2, 9, 7, 0, 3]"
APPLE,False,1.0226385593414307,
APPLE,False,0.5159685611724854,
APPLE,False,0.42299318313598633,
APPLE,False,0.6022157669067383,
APPLE,False,0.517052173614502,
APPLE,False,0.5213394165039062,
APPLE,False,0.6538574695587158,
APPLE,False,0.570310115814209,
APPLE,False,0.4973905086517334,
APPLE,False,0.522507905960083,
APPLE,False,0.4638047218322754,
APPLE,False,0.659393310546875,
APPLE,False,0.4046511650085449,
APPLE,False,0.6133596897125244,
APPLE,False,0.4770796298980713,
APPLE,False,0.5902178287506104,
APPLE,False,0.43094444274902344,
APPLE,False,0.7285881042480469,
APPLE,False,0.4991598129272461,
APPLE,False,0.5448174476623535,
APPLE,False,0.5307540893554688,
APPLE,False,0.550832986831665,
APPLE,False,0.4137742519378662,
APPLE,True,0.1871035099029541,"[8, 1, 6, 2, 9, 7, 0, 3]"
APPLE,False,0.4382920265197754,
APPLE,False,0.5069952011108398,
APPLE,False,0.38961052894592285,
APPLE,False,0.41644883155822754,
APPLE,False,0.4435157775878906,
APPLE,False,0.551567554473877,
APPLE,False,0.7791039943695068,
APPLE,False,0.44689011573791504,
APPLE,False,0.4332547187805176,
APPLE,True,0.25890445709228516,"[8, 1, 5, 2, 9, 7, 0, 3]"
APPLE,False,0.5608081817626953,
APPLE,False,0.4833810329437256,
APPLE,False,0.4313690662384033,
APPLE,False,0.42209386825561523,
APPLE,False,0.4577946662902832,
APPLE,False,0.48740267753601074,
APPLE,False,0.4555842876434326,
APPLE,False,0.46407008171081543,
APPLE,False,0.4726533889770508,
APPLE,False,0.4210186004638672,
APPLE,False,0.41155433654785156,
APPLE,False,0.4974491596221924,
APPLE,False,0.4464147090911865,
APPLE,False,0.40497326850891113,
APPLE,False,0.4185636043548584,
APPLE,False,0.4353501796722412,
APPLE,False,0.4490985870361328,
APPLE,False,0.4247591495513916,
APPLE,False,0.5813159942626953,
APPLE,False,0.4546623229980469,
APPLE,False,0.4444444179534912,
APPLE,False,0.42395853996276855,
APPLE,False,0.49849581718444824,
APPLE,True,0.2441091537475586,"[8, 0, 7, 2, 9, 6, 3, 1]"
APPLE,False,0.4519670009613037,
APPLE,False,0.382662296295166,
APPLE,False,0.41846609115600586,
APPLE,False,0.41002368927001953,
APPLE,False,0.40277576446533203,
APPLE,False,0.527195930480957,
APPLE,False,0.5203251838684082,
APPLE,False,0.44187283515930176,
APPLE,False,0.5037543773651123,
APPLE,False,0.545586347579956,
DANGER,False,0.5872011184692383,
DANGER,False,0.5870769023895264,
DANGER,False,0.6543903350830078,
DANGER,False,0.4367213249206543,
DANGER,False,0.4723474979400635,
DANGER,False,0.530301570892334,
DANGER,False,0.6077868938446045,
DANGER,False,0.4284067153930664,
DANGER,False,0.4777708053588867,
DANGER,False,0.4843714237213135,
DANGER,False,0.5223972797393799,
DANGER,False,0.554255485534668,
DANGER,False,0.4793543815612793,
DANGER,False,0.7087090015411377,
DANGER,False,1.182309627532959,
DANGER,False,0.451617956161499,
DANGER,False,0.43534231185913086,
DANGER,False,0.51578688621521,
DANGER,False,0.48370361328125,
DANGER,False,0.41162729263305664,
DANGER,False,0.3901948928833008,
DANGER,False,0.409435510635376,
DANGER,False,0.39633703231811523,
DANGER,False,0.4039292335510254,
DANGER,False,0.7709167003631592,
DANGER,False,0.4566044807434082,
DANGER,False,0.39120984077453613,
DANGER,False,0.5448384284973145,
DANGER,False,0.5749666690826416,
DANGER,False,0.4374556541442871,
DANGER,False,0.6910302639007568,
DANGER,False,0.4147641658782959,
DANGER,False,0.5488991737365723,
DANGER,False,0.5143635272979736,
DANGER,False,0.559279203414917,
DANGER,False,0.653435468673706,
DANGER,False,0.5982122421264648,
DANGER,False,0.5062239170074463,
DANGER,False,0.6322898864746094,
DANGER,False,0.5858371257781982,
DANGER,False,0.45036935806274414,
DANGER,False,0.599146842956543,
DANGER,False,0.5905945301055908,
DANGER,False,0.5697152614593506,
DANGER,False,0.6881704330444336,
DANGER,False,0.44769716262817383,
DANGER,False,0.49770045280456543,
DANGER,True,0.032735347747802734,"[5, 6, 7, 8, 1, 2, 4, 0]"
DANGER,False,0.49601006507873535,
DANGER,False,0.6255035400390625,
DANGER,False,0.6151647567749023,
DANGER,False,0.6557738780975342,
DANGER,False,0.49982452392578125,
DANGER,False,0.49769139289855957,
DANGER,False,0.45729494094848633,
DANGER,False,0.4737529754638672,
DANGER,False,0.46217775344848633,
DANGER,False,0.4989469051361084,
DANGER,False,0.45480966567993164,
DANGER,False,0.5362329483032227,
DANGER,False,0.45863771438598633,
DANGER,False,0.5225331783294678,
DANGER,False,0.47347450256347656,
DANGER,False,0.43377041816711426,
DANGER,False,0.47708773612976074,
DANGER,False,0.43797779083251953,
DANGER,False,0.649503231048584,
DANGER,False,0.48372387886047363,
DANGER,False,0.49234938621520996,
DANGER,False,0.47980523109436035,
DANGER,False,0.4165973663330078,
DANGER,False,0.4544713497161865,
DANGER,False,0.44973015785217285,
DANGER,False,0.46154189109802246,
DANGER,False,0.5531034469604492,
DANGER,False,0.449573278427124,
DANGER,False,0.47530555725097656,
DANGER,False,0.40029191970825195,
DANGER,False,0.4011955261230469,
DANGER,False,0.42438721656799316,
DANGER,False,0.5052762031555176,
DANGER,False,0.46619105339050293,
DANGER,False,0.4700171947479248,
DANGER,False,0.5085663795471191,
DANGER,False,0.4257640838623047,
DANGER,False,0.41172194480895996,
DANGER,False,0.45969486236572266,
DANGER,False,0.531005859375,
DANGER,False,0.4959890842437744,
DANGER,False,0.4961509704589844,
DANGER,False,0.3994572162628174,
DANGER,False,0.44820737838745117,
DANGER,False,0.7174479961395264,
DANGER,False,0.6803193092346191,
DANGER,False,0.48451709747314453,
DANGER,False,0.4273228645324707,
DANGER,False,0.4430508613586426,
DANGER,False,0.4095950126647949,
DANGER,False,0.43008995056152344,
DANGER,False,0.4213864803314209,
OASIS,False,0.40948987007141113,
OASIS,False,0.5239636898040771,
OASIS,False,0.40251803398132324,
OASIS,False,0.4064950942993164,
OASIS,False,0.41439223289489746,
OASIS,False,0.40484070777893066,
OASIS,False,0.4174683094024658,
OASIS,False,0.4008336067199707,
OASIS,False,0.4115746021270752,
OASIS,False,0.4066321849822998,
OASIS,False,0.39953088760375977,
OASIS,False,0.416243314743042,
OASIS,False,0.4547295570373535,
OASIS,False,0.5365715026855469,
OASIS,False,0.41115784645080566,
OASIS,False,0.457949161529541,
OASIS,False,0.5459625720977783,
OASIS,False,0.5839633941650391,
OASIS,False,0.6737589836120605,
OASIS,False,0.5977637767791748,
OASIS,False,0.5065231323242188,
OASIS,False,0.5949606895446777,
OASIS,False,0.5980751514434814,
OASIS,False,0.4586358070373535,
OASIS,False,0.46799707412719727,
OASIS,False,0.4482693672180176,
OASIS,False,0.5631992816925049,
OASIS,False,0.5478579998016357,
OASIS,False,0.4292900562286377,
OASIS,False,0.3875749111175537,
OASIS,False,0.5734374523162842,
OASIS,False,0.4871246814727783,
OASIS,False,0.40988874435424805,
OASIS,False,0.42130374908447266,
OASIS,False,0.46673035621643066,
OASIS,False,0.46280550956726074,
OASIS,False,0.4332304000854492,
OASIS,False,0.4218883514404297,
OASIS,False,0.599571704864502,
OASIS,False,0.7180020809173584,
OASIS,False,0.7354161739349365,
OASIS,False,0.5474281311035156,
OASIS,False,0.5559210777282715,
OASIS,False,0.4831240177154541,
OASIS,False,0.5343775749206543,
OASIS,False,0.5912907123565674,
OASIS,False,1.8051426410675049,
OASIS,False,0.44984984397888184,
OASIS,False,0.4491147994995117,
OASIS,False,0.4532144069671631,
OASIS,False,0.5667977333068848,
OASIS,False,0.5583553314208984,
OASIS,False,0.46901893615722656,
OASIS,False,0.3892502784729004,
OASIS,False,0.40514111518859863,
OASIS,False,0.4226987361907959,
OASIS,False,0.5126264095306396,
OASIS,False,0.4263169765472412,
OASIS,False,0.3881399631500244,
OASIS,False,0.42147326469421387,
OASIS,False,0.39736223220825195,
OASIS,False,0.38100194931030273,
OASIS,False,0.5644481182098389,
OASIS,False,0.4012467861175537,
OASIS,False,0.410031795501709,
OASIS,False,0.3744621276855469,
OASIS,False,0.568936824798584,
OASIS,False,0.38326358795166016,
OASIS,False,0.410935640335083,
OASIS,False,0.38427281379699707,
OASIS,False,0.3933882713317871,
OASIS,False,0.3918116092681885,
OASIS,False,0.3775758743286133,
OASIS,False,0.39202427864074707,
OASIS,False,0.4162623882293701,
OASIS,False,0.3846578598022461,
OASIS,False,0.4090249538421631,
OASIS,False,0.43518829345703125,
OASIS,False,0.5053441524505615,
OASIS,False,0.5703854560852051,
OASIS,False,0.5013580322265625,
OASIS,False,0.3630948066711426,
OASIS,False,0.4283156394958496,
OASIS,False,0.4649660587310791,
OASIS,False,0.45873451232910156,
OASIS,False,0.7605867385864258,
OASIS,False,0.38173890113830566,
OASIS,False,0.35303449630737305,
OASIS,False,0.3506009578704834,
OASIS,False,0.3953402042388916,
OASIS,False,0.4747142791748047,
OASIS,False,0.5166721343994141,
OASIS,False,0.9952349662780762,
OASIS,False,0.5167334079742432,
OASIS,False,0.42448949813842773,
OASIS,False,0.40740513801574707,
OASIS,False,0.39746904373168945,
OASIS,False,0.37897443771362305,
OASIS,False,0.3644225597381592,
OASIS,False,0.5086672306060791,
ROBERT,False,0.4504225254058838,
ROBERT,False,0.4457569122314453,
ROBERT,False,0.3818368911743164,
ROBERT,False,0.40828466415405273,
ROBERT,False,0.5525875091552734,
ROBERT,False,0.4786040782928467,
ROBERT,False,0.6504440307617188,
ROBERT,False,0.4145183563232422,
ROBERT,False,0.6666491031646729,
ROBERT,False,0.6701624393463135,
ROBERT,False,0.6518709659576416,
ROBERT,False,0.5840492248535156,
ROBERT,False,0.6117615699768066,
ROBERT,False,0.505319356918335,
ROBERT,False,0.5029292106628418,
ROBERT,False,0.4541757106781006,
ROBERT,False,0.5503649711608887,
ROBERT,False,0.9042246341705322,
ROBERT,False,0.4495689868927002,
ROBERT,False,0.4045982360839844,
ROBERT,False,0.5842437744140625,
ROBERT,False,0.5805513858795166,
ROBERT,False,0.5970900058746338,
ROBERT,False,0.6988043785095215,
ROBERT,False,0.5443031787872314,
ROBERT,False,0.5066564083099365,
ROBERT,False,0.49085044860839844,
ROBERT,False,0.4639742374420166,
ROBERT,False,0.5398530960083008,
ROBERT,False,0.5439844131469727,
ROBERT,False,0.4957709312438965,
ROBERT,False,0.5584292411804199,
ROBERT,False,0.5775516033172607,
ROBERT,False,0.5957939624786377,
ROBERT,False,0.49774861335754395,
ROBERT,False,0.4375309944152832,
ROBERT,False,0.44045329093933105,
ROBERT,False,0.6174917221069336,
ROBERT,False,0.504145622253418,
ROBERT,False,0.47235584259033203,
ROBERT,False,0.4189729690551758,
ROBERT,False,0.5187125205993652,
ROBERT,False,0.7005915641784668,
ROBERT,False,0.563831090927124,
ROBERT,False,0.5258383750915527,
ROBERT,False,0.5384886264801025,
ROBERT,False,0.6752035617828369,
ROBERT,False,0.597956657409668,
ROBERT,False,0.44408679008483887,
ROBERT,False,0.561058759689331,
ROBERT,False,0.8949227333068848,
ROBERT,False,0.5002212524414062,
ROBERT,False,0.4378538131713867,
ROBERT,False,0.5114562511444092,
ROBERT,False,0.5110921859741211,
ROBERT,True,0.3099367618560791,"[6, 5, 3, 8, 1, 2, 0, 7]"
ROBERT,False,0.5027854442596436,
ROBERT,False,0.5363118648529053,
ROBERT,False,0.413287878036499,
ROBERT,False,0.389615535736084,
ROBERT,False,0.46178197860717773,
ROBERT,False,1.3155028820037842,
ROBERT,False,0.7257068157196045,
ROBERT,False,0.5970516204833984,
ROBERT,False,0.6799674034118652,
ROBERT,False,0.6203231811523438,
ROBERT,False,0.5205972194671631,
ROBERT,False,0.6875741481781006,
ROBERT,False,0.615319013595581,
ROBERT,False,0.45903658866882324,
ROBERT,False,0.48000526428222656,
ROBERT,False,0.5663309097290039,
ROBERT,False,0.7132034301757812,
ROBERT,False,0.5928328037261963,
ROBERT,False,0.6166989803314209,
ROBERT,False,0.60198974609375,
ROBERT,False,0.7095699310302734,
ROBERT,False,0.6013047695159912,
ROBERT,False,0.501105546951294,
ROBERT,False,0.42025184631347656,
ROBERT,False,0.4109487533569336,
ROBERT,False,0.410947322845459,
ROBERT,False,0.4194810390472412,
ROBERT,False,0.43709444999694824,
ROBERT,False,0.5891058444976807,
ROBERT,False,0.6103348731994629,
ROBERT,False,0.6152200698852539,
ROBERT,False,0.6069724559783936,
ROBERT,False,0.5859653949737549,
ROBERT,False,0.5310032367706299,
ROBERT,False,0.4759023189544678,
ROBERT,False,0.5078110694885254,
ROBERT,False,0.656259298324585,
ROBERT,False,0.6941986083984375,
ROBERT,False,0.7138538360595703,
ROBERT,False,0.6328458786010742,
ROBERT,False,0.5643813610076904,
ROBERT,False,0.41062211990356445,
ROBERT,False,0.6829590797424316,
ROBERT,False,0.6998491287231445,
