selection_method,crossover_method,mutation_method,reinsertion_method,converged,execution_time,best_solution
roulette,cyclic,swap,ordered,False,0.3343322277069092,
roulette,cyclic,swap,ordered,False,0.3340613842010498,
roulette,cyclic,swap,ordered,False,0.34653759002685547,
roulette,cyclic,swap,ordered,False,0.29746150970458984,
roulette,cyclic,swap,ordered,False,0.312755823135376,
roulette,cyclic,swap,ordered,False,0.376293420791626,
roulette,cyclic,swap,ordered,True,0.25643181800842285,"[2, 8, 1, 7, 0, 3, 6, 5]"
roulette,cyclic,swap,ordered,False,0.31615257263183594,
roulette,cyclic,swap,ordered,False,0.26653194427490234,
roulette,cyclic,swap,ordered,False,0.3290398120880127,
roulette,cyclic,swap,ordered,False,0.4442787170410156,
roulette,cyclic,swap,ordered,False,0.322432279586792,
roulette,cyclic,swap,ordered,False,0.34041404724121094,
roulette,cyclic,swap,ordered,False,0.2828238010406494,
roulette,cyclic,swap,ordered,False,0.33257555961608887,
roulette,cyclic,swap,ordered,False,0.25986456871032715,
roulette,cyclic,swap,ordered,False,0.2884843349456787,
roulette,cyclic,swap,ordered,True,0.3452632427215576,"[8, 3, 2, 4, 0, 9, 1, 7]"
roulette,cyclic,swap,ordered,True,0.3124415874481201,"[8, 5, 4, 2, 0, 9, 1, 7]"
roulette,cyclic,swap,ordered,False,0.2774829864501953,
roulette,cyclic,swap,ordered,False,0.26174139976501465,
roulette,cyclic,swap,ordered,False,0.30606794357299805,
roulette,cyclic,swap,ordered,False,0.3320629596710205,
roulette,cyclic,swap,ordered,False,0.36144280433654785,
roulette,cyclic,swap,ordered,False,0.3236386775970459,
roulette,cyclic,swap,ordered,False,0.36841297149658203,
roulette,cyclic,swap,ordered,False,0.3241922855377197,
roulette,cyclic,swap,ordered,False,0.44000911712646484,
roulette,cyclic,swap,ordered,False,0.30674242973327637,
roulette,cyclic,swap,ordered,True,0.1944596767425537,"[2, 8, 1, 9, 0, 3, 6, 7]"
roulette,cyclic,swap,ordered,False,0.4400367736816406,
roulette,cyclic,swap,ordered,False,0.4717414379119873,
roulette,cyclic,swap,ordered,True,0.08825087547302246,"[7, 3, 1, 6, 0, 8, 2, 9]"
roulette,cyclic,swap,ordered,False,0.3151886463165283,
roulette,cyclic,swap,ordered,False,0.22481322288513184,
roulette,cyclic,swap,ordered,False,0.2420511245727539,
roulette,cyclic,swap,ordered,False,0.5032649040222168,
roulette,cyclic,swap,ordered,False,0.3060271739959717,
roulette,cyclic,swap,ordered,False,0.2587292194366455,
roulette,cyclic,swap,ordered,False,0.2720775604248047,
roulette,cyclic,swap,ordered,False,0.31803369522094727,
roulette,cyclic,swap,ordered,False,0.291806697845459,
roulette,cyclic,swap,ordered,False,0.34644460678100586,
roulette,cyclic,swap,ordered,False,0.3692293167114258,
roulette,cyclic,swap,ordered,False,0.35862064361572266,
roulette,cyclic,swap,ordered,False,0.2223658561706543,
roulette,cyclic,swap,ordered,False,0.29122138023376465,
roulette,cyclic,swap,ordered,False,0.331923246383667,
roulette,cyclic,swap,ordered,False,0.309783935546875,
roulette,cyclic,swap,ordered,False,0.3004021644592285,
roulette,cyclic,swap,ordered,False,0.36289215087890625,
roulette,cyclic,swap,ordered,False,0.518303632736206,
roulette,cyclic,swap,ordered,False,0.2920370101928711,
roulette,cyclic,swap,ordered,False,0.35222339630126953,
roulette,cyclic,swap,ordered,False,0.3417937755584717,
roulette,cyclic,swap,ordered,False,0.31700611114501953,
roulette,cyclic,swap,ordered,False,0.2984476089477539,
roulette,cyclic,swap,ordered,False,0.27854013442993164,
roulette,cyclic,swap,ordered,False,0.27288007736206055,
roulette,cyclic,swap,ordered,False,0.301971435546875,
roulette,cyclic,swap,ordered,False,0.3104057312011719,
roulette,cyclic,swap,ordered,True,0.24323749542236328,"[3, 7, 1, 2, 0, 4, 6, 9]"
roulette,cyclic,swap,ordered,False,0.3032069206237793,
roulette,cyclic,swap,ordered,False,0.34350085258483887,
roulette,cyclic,swap,ordered,False,0.32274317741394043,
roulette,cyclic,swap,ordered,False,0.2812209129333496,
roulette,cyclic,swap,ordered,False,0.34671568870544434,
roulette,cyclic,swap,ordered,False,0.42813730239868164,
roulette,cyclic,swap,ordered,False,0.4335956573486328,
roulette,cyclic,swap,ordered,False,0.3126380443572998,
roulette,cyclic,swap,ordered,False,0.2683231830596924,
roulette,cyclic,swap,ordered,False,0.25295567512512207,
roulette,cyclic,swap,ordered,False,0.2845034599304199,
roulette,cyclic,swap,ordered,False,0.2728004455566406,
roulette,cyclic,swap,ordered,False,0.31181955337524414,
roulette,cyclic,swap,ordered,False,0.28036046028137207,
roulette,cyclic,swap,ordered,False,0.26318907737731934,
roulette,cyclic,swap,ordered,False,0.2415320873260498,
roulette,cyclic,swap,ordered,False,0.3196089267730713,
roulette,cyclic,swap,ordered,False,0.2376267910003662,
roulette,cyclic,swap,elitism,False,0.26009345054626465,
roulette,cyclic,swap,elitism,False,0.29061079025268555,
roulette,cyclic,swap,elitism,False,0.2935066223144531,
roulette,cyclic,swap,elitism,False,0.26936864852905273,
roulette,cyclic,swap,elitism,False,0.2796778678894043,
roulette,cyclic,swap,elitism,True,0.2018134593963623,"[6, 4, 1, 5, 0, 7, 3, 9]"
roulette,cyclic,swap,elitism,False,0.4150352478027344,
roulette,cyclic,swap,elitism,False,0.36544132232666016,
roulette,cyclic,swap,elitism,True,0.22916364669799805,"[5, 7, 3, 1, 0, 6, 4, 8]"
roulette,cyclic,swap,elitism,False,0.2584688663482666,
roulette,cyclic,swap,elitism,False,0.2801022529602051,
roulette,cyclic,swap,elitism,False,0.2779691219329834,
roulette,cyclic,swap,elitism,False,0.2917306423187256,
roulette,cyclic,swap,elitism,False,0.30477380752563477,
roulette,cyclic,swap,elitism,False,0.2639133930206299,
roulette,cyclic,swap,elitism,False,0.26578831672668457,
roulette,cyclic,swap,elitism,False,0.2689540386199951,
roulette,cyclic,swap,elitism,False,0.2717452049255371,
roulette,cyclic,swap,elitism,False,0.28540992736816406,
roulette,cyclic,swap,elitism,False,0.29910850524902344,
roulette,cyclic,swap,elitism,False,0.3346140384674072,
roulette,cyclic,swap,elitism,False,0.2691187858581543,
roulette,cyclic,swap,elitism,False,0.26363158226013184,
roulette,cyclic,swap,elitism,False,0.3119330406188965,
roulette,cyclic,swap,elitism,False,0.2553822994232178,
roulette,cyclic,swap,elitism,False,0.2921478748321533,
roulette,cyclic,swap,elitism,False,0.2497406005859375,
roulette,cyclic,swap,elitism,False,0.2606968879699707,
roulette,cyclic,swap,elitism,False,0.29364466667175293,
roulette,cyclic,swap,elitism,False,0.2484135627746582,
roulette,cyclic,swap,elitism,False,0.27402806282043457,
roulette,cyclic,swap,elitism,False,0.33559417724609375,
roulette,cyclic,swap,elitism,False,0.23203635215759277,
roulette,cyclic,swap,elitism,False,0.2436528205871582,
roulette,cyclic,swap,elitism,True,0.1936640739440918,"[2, 8, 1, 7, 0, 3, 6, 5]"
roulette,cyclic,swap,elitism,False,0.2480602264404297,
roulette,cyclic,swap,elitism,False,0.26109933853149414,
roulette,cyclic,swap,elitism,False,0.26236438751220703,
roulette,cyclic,swap,elitism,False,0.2890148162841797,
roulette,cyclic,swap,elitism,False,0.2593674659729004,
roulette,cyclic,swap,elitism,False,0.2834646701812744,
roulette,cyclic,swap,elitism,False,0.25615358352661133,
roulette,cyclic,swap,elitism,False,0.2522857189178467,
roulette,cyclic,swap,elitism,False,0.326657772064209,
roulette,cyclic,swap,elitism,False,0.24921751022338867,
roulette,cyclic,swap,elitism,False,0.3266642093658447,
roulette,cyclic,swap,elitism,False,0.3380396366119385,
roulette,cyclic,swap,elitism,False,0.2583601474761963,
roulette,cyclic,swap,elitism,False,0.24496984481811523,
roulette,cyclic,swap,elitism,False,0.21016311645507812,
roulette,cyclic,swap,elitism,True,0.22208476066589355,"[6, 4, 1, 5, 0, 7, 3, 9]"
roulette,cyclic,swap,elitism,False,0.26607704162597656,
roulette,cyclic,swap,elitism,False,0.25713133811950684,
roulette,cyclic,swap,elitism,False,0.2626216411590576,
roulette,cyclic,swap,elitism,False,0.23378562927246094,
roulette,cyclic,swap,elitism,False,0.2492513656616211,
roulette,cyclic,swap,elitism,False,0.3033883571624756,
roulette,cyclic,swap,elitism,False,0.3441345691680908,
roulette,cyclic,swap,elitism,False,0.31333374977111816,
roulette,cyclic,swap,elitism,False,0.26578688621520996,
roulette,cyclic,swap,elitism,False,0.28446078300476074,
roulette,cyclic,swap,elitism,False,0.3122372627258301,
roulette,cyclic,swap,elitism,False,0.2560873031616211,
roulette,cyclic,swap,elitism,False,0.2876298427581787,
roulette,cyclic,swap,elitism,False,0.3128798007965088,
roulette,cyclic,swap,elitism,False,0.2749929428100586,
roulette,cyclic,swap,elitism,False,0.2616732120513916,
roulette,cyclic,swap,elitism,False,0.27335190773010254,
roulette,cyclic,swap,elitism,False,0.26773762702941895,
roulette,cyclic,swap,elitism,False,0.2950003147125244,
roulette,cyclic,swap,elitism,False,0.262256383895874,
roulette,cyclic,swap,elitism,False,0.26758575439453125,
roulette,cyclic,swap,elitism,False,0.27551960945129395,
roulette,cyclic,swap,elitism,False,0.23364782333374023,
roulette,cyclic,swap,elitism,True,0.07115793228149414,"[7, 6, 4, 9, 0, 8, 1, 5]"
roulette,cyclic,swap,elitism,False,0.2749817371368408,
roulette,cyclic,swap,elitism,False,0.2782878875732422,
roulette,cyclic,swap,elitism,False,0.24136853218078613,
roulette,cyclic,swap,elitism,False,0.25700831413269043,
roulette,cyclic,swap,elitism,False,0.25963354110717773,
roulette,cyclic,swap,elitism,False,0.2706124782562256,
roulette,cyclic,swap,elitism,False,0.22270917892456055,
roulette,cyclic,swap,elitism,False,0.22125458717346191,
roulette,cyclic,swap,elitism,False,0.2091844081878662,
roulette,cyclic,swap,elitism,False,0.2792072296142578,
roulette,cyclic,swap,elitism,False,0.2529714107513428,
roulette,cyclic,swap,elitism,False,0.2462921142578125,
roulette,cyclic,swap,elitism,False,0.27927112579345703,
roulette,cyclic,swap,elitism,False,0.31261277198791504,
roulette,cyclic,swap,elitism,False,0.24708914756774902,
roulette,cyclic,swap,elitism,False,0.23955821990966797,
roulette,cyclic,swap,elitism,False,0.24804973602294922,
roulette,cyclic,swap,elitism,False,0.3650987148284912,
roulette,cyclic,swap,elitism,False,0.3059999942779541,
roulette,cyclic,swap,elitism,False,0.24067282676696777,
roulette,cyclic,swap,elitism,False,0.2429664134979248,
roulette,cyclic,swap,elitism,False,0.3167884349822998,
roulette,cyclic,swap,elitism,False,0.2529110908508301,
roulette,cyclic,swap,elitism,False,0.23529505729675293,
roulette,cyclic,swap,elitism,False,0.284717321395874,
